
Location		Count
tcm:684-1448			1
tcm:683-4290			1
tcm:318-2081			1
tcm:825-3104			1
tcm:936-8739			1
tcm:620-6580			1
tcm:980-9689			1
tcm:466-5414			1
tcm:795-5741			1
tcm:132-7952			1
tcm:737-7931			1
tcm:719-2466			1
tcm:431-3350			1
tcm:357-3955			1
tcm:193-5473			1
tcm:302-3622			1
tcm:625-6494			1
tcm:188-6247			1
tcm:703-6393			1
tcm:149-5855			1
tcm:481-2562			1
tcm:443-2892			1
tcm:482-3144			1
tcm:771-8298			1
tcm:424-7889			1
tcm:650-1231			1
tcm:208-3440			1
tcm:658-3355			1
tcm:248-9594			1
tcm:838-9263			1
tcm:938-5182			1
tcm:765-8436			1
tcm:792-4835			1
tcm:313-4705			1
tcm:532-3896			1
tcm:775-2793			1
tcm:382-9891			1
tcm:651-4487			1
tcm:237-2457			1
tcm:226-8862			1
tcm:880-2725			1
tcm:100-6732			1
tcm:968-2523			1
tcm:588-9697			1
tcm:703-6493			1
tcm:779-6806			1
tcm:425-9786			1
tcm:617-8968			1
tcm:198-6603			1
tcm:403-6304			1
tcm:826-1462			1
tcm:934-7126			1
tcm:642-3792			1
tcm:142-5693			1
tcm:363-1240			1
tcm:832-8711			1
tcm:629-3025			1
tcm:881-5980			1
tcm:519-4534			1
tcm:724-5289			1
tcm:656-9215			1
tcm:293-6133			1
tcm:717-4885			1
tcm:873-5781			1
tcm:341-1733			1
tcm:980-8311			1
tcm:864-2434			1
tcm:722-1462			1
tcm:563-4028			1
tcm:355-3698			1
tcm:710-4670			1
tcm:298-2530			1
tcm:258-2583			1
tcm:665-2843			1
tcm:107-6928			1
tcm:993-8382			1
tcm:874-7790			1
tcm:429-2824			1
tcm:146-8528			1
tcm:454-9995			1
tcm:506-8053			1
tcm:822-8398			1
tcm:120-4986			1
tcm:387-3534			1
tcm:606-1736			1
tcm:332-9423			1
tcm:460-3662			1
tcm:623-7442			1
tcm:664-9312			1
tcm:211-7213			1
tcm:963-6164			1
tcm:493-6710			1
tcm:539-1472			1
tcm:539-1471			1
tcm:163-3283			1
tcm:255-6475			1
tcm:698-9458			1
tcm:278-6968			1
tcm:784-4731			1
tcm:279-7549			1
tcm:767-1292			1
tcm:751-1681			1
tcm:827-2051			1
tcm:344-8849			1
tcm:138-9756			1
tcm:551-7253			1
tcm:786-7287			1
tcm:148-3962			1
tcm:505-6114			1
tcm:613-2106			1
tcm:845-7412			1
tcm:698-9465			1
tcm:325-2854			1
tcm:375-6711			1
tcm:539-1488			1
tcm:866-2711			1
tcm:301-1771			1
tcm:201-3295			1
Let/me/help/you/with/your/baggage.			119
tcm:315-9814			1
tcm:926-9666			1
tcm:963-3908			1
tcm:974-1025			1
tcm:390-9984			1
tcm:248-8248			1
tcm:676-6133			1
tcm:666-2115			1
tcm:234-1493			1
tcm:444-4782			1
tcm:189-3212			1
tcm:734-6953			1
tcm:704-8378			1
tcm:412-9748			1
tcm:818-8818			1
tcm:538-9203			1
tcm:159-7299			1
tcm:720-7205			1
tcm:889-6797			1
tcm:156-1480			1
tcm:158-4029			1
tcm:821-1516			1
tcm:436-9400			1
tcm:766-9021			1
tcm:231-5461			1
tcm:780-1998			1
tcm:782-9314			1
tcm:803-2374			1
tcm:756-6451			1
tcm:326-3496			1
tcm:590-7923			1
tcm:265-9156			1
tcm:437-5261			1
tcm:165-3555			1
tcm:470-6323			1
tcm:915-3810			1
tcm:165-3558			1
tcm:754-2591			1
tcm:636-6146			1
tcm:553-7518			1
tcm:351-9240			1
tcm:653-2106			1
tcm:342-2366			1
tcm:736-2060			1
tcm:639-7098			1
tcm:971-6285			1
tcm:301-7969			1
tcm:144-8243			1
tcm:427-8753			1
tcm:446-1101			1
tcm:123-4537			1
tcm:854-2074			1
tcm:776-5946			1
tcm:751-6520			1
tcm:767-7409			1
tcm:539-6298			1
tcm:851-3796			1
tcm:642-3745			1
tcm:653-3429			1
tcm:921-9780			1
tcm:128-3186			1
tcm:979-8381			1
tcm:136-3261			1
tcm:126-5495			1
tcm:179-4110			1
tcm:981-5395			1
tcm:519-9357			1
tcm:544-1967			1
tcm:752-9766			1
tcm:420-9875			1
tcm:928-3865			1
tcm:804-4224			1
tcm:706-7342			1
tcm:619-5292			1
tcm:957-8986			1
tcm:463-9409			1
tcm:213-1305			1
tcm:924-8088			1
tcm:818-3962			1
tcm:485-6659			1
tcm:717-7082			1
tcm:129-1512			1
tcm:919-7975			1
tcm:821-2873			1
tcm:719-9955			1
tcm:120-7161			1
tcm:691-4468			1
tcm:803-1012			1
tcm:725-8482			1
tcm:970-5683			1
tcm:470-1486			1
tcm:314-6683			1
tcm:817-4288			1
tcm:754-1285			1
tcm:978-5127			1
tcm:930-3005			1
tcm:656-3089			1
tcm:387-4895			1
tcm:574-6367			1
tcm:179-6791			1
tcm:151-6425			1
tcm:333-2912			1
tcm:717-7084			1
tcm:781-1254			1
tcm:473-8546			1
tcm:141-9944			1
tcm:141-9942			1
tcm:157-8270			1
tcm:973-5281			1
tcm:167-7393			1
tcm:240-3919			1
tcm:968-8653			1
tcm:932-3324			1
tcm:861-2867			1
tcm:208-3485			1
tcm:449-8191			1
tcm:960-7875			1
tcm:624-9344			1
tcm:844-6821			1
tcm:192-9649			1
tcm:454-2552			1
tcm:823-1864			1
tcm:881-9449			1
tcm:527-4629			1
tcm:779-5590			1
tcm:384-3986			1
tcm:732-1835			1
tcm:764-5224			1
tcm:851-2421			1
tcm:532-3859			1
tcm:940-3495			1
tcm:156-8935			1
tcm:171-2020			1
tcm:326-2100			1
tcm:777-5292			1
tcm:697-6298			1
tcm:686-6532			1
tcm:793-9011			1
tcm:690-3808			1
tcm:632-9490			1
tcm:614-4098			1
tcm:936-3972			1
tcm:622-1991			1
tcm:487-5614			1
tcm:525-5657			1
tcm:156-7633			1
tcm:442-5735			1
tcm:333-2936			1
tcm:527-4654			1
tcm:745-1876			1
tcm:788-2756			1
tcm:861-2885			1
tcm:895-6583			1
tcm:860-3174			1
tcm:126-6796			1
tcm:778-4967			1
tcm:458-4091			1
tcm:949-1383			1
tcm:694-7991			1
tcm:588-2151			1
tcm:773-3722			1
tcm:536-1832			1
tcm:465-2279			1
tcm:144-9518			1
tcm:169-5038			1
tcm:531-1904			1
tcm:534-1525			1
tcm:471-8205			1
tcm:854-3337			1
tcm:324-5774			1
tcm:937-4584			1
tcm:585-2565			1
tcm:382-1035			1
tcm:300-9547			1
tcm:655-2412			1
tcm:601-5370			1
tcm:657-2721			1
tcm:396-9114			1
tcm:525-6992			1
tcm:757-8324			1
Location		Count
I/was/very/proud/of/my/nickname/throughout/high/school/but/today-/I/couldn’t/be/any/different/to/what/my/nickname/was.			1
She/advised/him/to/come/back/at/once.			3
I/want/to/buy/a/onesie…/but/know/it/won’t/suit/me.			1
Cats/are/good/pets,/for/they/are/clean/and/are/not/noisy.			1
The/stranger/officiates/the/meal.			1
Sometimes/it/is/better/to/just/walk/away/from/things/and/go/back/to/them/later/when/you’re/in/a/better/frame/of/mind.			1
Wow,/does/that/work?			2
tcm:192-3155			10
Everyone/was/busy,/so/I/went/to/the/movie/alone.			7
tcm:424-1225			10
We/have/a/lot/of/rain/in/June.			1
When/I/was/little/I/had/a/car/door/slammed/shut/on/my/hand./I/still/remember/it/quite/vividly.			3
If/you/like/tuna/and/tomato/sauce-/try/combining/the/two./It’s/really/not/as/bad/as/it/sounds.			2
He/didn’t/want/to/go/to/the/dentist,/yet/he/went/anyway.			1
We/need/to/rent/a/room/for/our/party.			1
She/wrote/him/a/long/letter,/but/he/didn't/read/it.			1
I/often/see/the/time/11:11/or/12:34/on/clocks.			2
Tom/got/a/small/piece/of/pie.			1
She/only/paints/with/bold/colors;/she/does/not/like/pastels.			2
If/Purple/People/Eaters/are/real…/where/do/they/find/purple/people/to/eat?			1
There/were/white/out/conditions/in/the/town;/subsequently,/the/roads/were/impassable.			3
tcm:361-8098			10
Rock/music/approaches/at/high/velocity.			1
Christmas/is/coming.			1
Where/do/random/thoughts/come/from?			3
Lets/all/be/unique/together/until/we/realise/we/are/all/the/same.			5
tcm:144-3583			10
The/book/is/in/front/of/the/table.			2
Last/Friday/in/three/week’s/time/I/saw/a/spotted/striped/blue/worm/shake/hands/with/a/legless/lizard.			2
Let/me/help/you/with/your/baggage.			1
Italy/is/my/favorite/country;/in/fact,/I/plan/to/spend/two/weeks/there/next/year.			1
Don't/step/on/the/broken/glass.			2
This/is/a/Japanese/doll.			3
I/checked/to/make/sure/that/he/was/still/alive.			1
Sometimes,/all/you/need/to/do/is/completely/make/an/ass/of/yourself/and/laugh/it/off/to/realise/that/life/isn’t/so/bad/after/all.			3
She/was/too/short/to/see/over/the/fence.			1
She/did/not/cheat/on/the/test,/for/it/was/not/the/right/thing/to/do.			3
She/works/two/jobs/to/make/ends/meet;/at/least,/that/was/her/reason/for/not/having/time/to/join/us.			1
The/mysterious/diary/records/the/voice.			2
Yeah/think/it's/a/good/environment/for/learning/English.			1
She/did/her/best/to/help/him.			2
tcm:634-4975			10
A/song/can/make/or/ruin/a/person’s/day/if/they/let/it/get/to/them.			4
It/was/getting/dark,/and/we/weren’t/there/yet.			1
tcm:891-2082			10
Writing/a/list/of/random/sentences/is/harder/than/I/initially/thought/it/would/be.			5
tcm:615-6937			10
The/old/apple/revels/in/its/authority.			1
We/have/never/been/to/Asia,/nor/have/we/visited/Africa.			1
I/am/counting/my/calories,/yet/I/really/want/dessert.			1
The/sky/is/clear;/the/stars/are/twinkling.			2
How/was/the/math/test?			1
tcm:237-9424			10
She/always/speaks/to/him/in/a/loud/voice.			1
If/I/don’t/like/something,/I’ll/stay/away/from/it.			1
I/will/never/be/this/young/again./Ever./Oh/damn…/I/just/got/older.			2
tcm:300-4292			10
I'd/rather/be/a/bird/than/a/fish.			3
tcm:756-6332			10
He/told/us/a/very/exciting/adventure/story.			1
I/think/I/will/buy/the/red/car,/or/I/will/lease/the/blue/one.			1
Wednesday/is/hump/day,/but/has/anyone/asked/the/camel/if/he’s/happy/about/it?			4
She/borrowed/the/book/from/him/many/years/ago/and/hasn't/yet/returned/it.			1
Location		Count
The/clock/within/this/blog/and/the/clock/on/my/laptop/are/1/hour/different/from/each/other.			2
She/advised/him/to/come/back/at/once.			1
Check/back/tomorrow;/I/will/see/if/the/book/has/arrived.			1
tcm:88-6182			1
tcm:102-1002			2
How/was/the/math/test?			1
tcm:101-000002			2
She/always/speaks/to/him/in/a/loud/voice.			1
tcm:100-000001			2
She/was/too/short/to/see/over/the/fence.			1
Mary/plays/the/piano.			1
I/want/more/detailed/information.			1
tcm:101-1001			1
tcm:101-1011			2
Someone/I/know/recently/combined/Maple/Syrup/&/buttered/Popcorn/thinking/it/would/taste/like/caramel/popcorn./It/didn’t/and/they/don’t/recommend/anyone/else/do/it/either.			1
Location		Count
tcm:102-000003			1
The/old/apple/revels/in/its/authority.			1
She/advised/him/to/come/back/at/once.			1
tcm:102-1012			1
tcm:102-1002			1
Where/do/random/thoughts/come/from?			1
How/was/the/math/test?			1
If/I/don’t/like/something,/I’ll/stay/away/from/it.			1
tcm:101-000002			4
I/will/never/be/this/young/again./Ever./Oh/damn…/I/just/got/older.			1
Sixty-Four/comes/asking/for/bread.			1
She/wrote/him/a/long/letter,/but/he/didn't/read/it.			1
Writing/a/list/of/random/sentences/is/harder/than/I/initially/thought/it/would/be.			1
tcm:101-1011			3
Someone/I/know/recently/combined/Maple/Syrup/&/buttered/Popcorn/thinking/it/would/taste/like/caramel/popcorn./It/didn’t/and/they/don’t/recommend/anyone/else/do/it/either.			1
Location		Count
tcm:102-000003			1
tcm:103-000004			1
The/stranger/officiates/the/meal.			1
Sometimes/it/is/better/to/just/walk/away/from/things/and/go/back/to/them/later/when/you’re/in/a/better/frame/of/mind.			1
Two/seats/were/vacant.			1
tcm:88-6182			3
tcm:102-1012			2
tcm:102-1002			1
Where/do/random/thoughts/come/from?			1
tcm:100-000001			1
Should/we/start/class/now,/or/should/we/wait/for/everyone/to/get/here?			1
If/you/like/tuna/and/tomato/sauce-/try/combining/the/two./It’s/really/not/as/bad/as/it/sounds.			1
She/did/not/cheat/on/the/test,/for/it/was/not/the/right/thing/to/do.			1
The/mysterious/diary/records/the/voice.			1
Tom/got/a/small/piece/of/pie.			1
tcm:101-1001			1
Someone/I/know/recently/combined/Maple/Syrup/&/buttered/Popcorn/thinking/it/would/taste/like/caramel/popcorn./It/didn’t/and/they/don’t/recommend/anyone/else/do/it/either.			1
Location		Count
tcm:102-000003			1
tcm:102-1012			2
tcm:88-6182			2
tcm:102-1002			1
tcm:101-000002			1
tcm:100-000001			3
She/did/her/best/to/help/him.			1
Last/Friday/in/three/week’s/time/I/saw/a/spotted/striped/blue/worm/shake/hands/with/a/legless/lizard.			1
The/river/stole/the/gods.			1
She/wrote/him/a/long/letter,/but/he/didn't/read/it.			1
A/song/can/make/or/ruin/a/person’s/day/if/they/let/it/get/to/them.			1
It/was/getting/dark,/and/we/weren’t/there/yet.			1
Let/me/help/you/with/your/baggage.			2
The/waves/were/crashing/on/the/shore;/it/was/a/lovely/sight.			1
She/only/paints/with/bold/colors;/she/does/not/like/pastels.			1
Location		Count
tcm:102-000003			2
She/advised/him/to/come/back/at/once.			1
I/hear/that/Nancy/is/very/pretty.			1
tcm:103-000004			1
There/was/no/ice/cream/in/the/freezer,/nor/did/they/have/money/to/go/to/the/store.			1
tcm:88-6182			1
tcm:102-1012			2
tcm:102-1002			1
Wow,/does/that/work?			1
This/is/a/Japanese/doll.			1
Where/do/random/thoughts/come/from?			1
tcm:101-000002			1
We/have/a/lot/of/rain/in/June.			1
My/Mum/tries/to/be/cool/by/saying/that/she/likes/all/the/same/things/that/I/do.			1
Hurry!			1
Tom/got/a/small/piece/of/pie.			1
tcm:101-1001			2
Location		Count
tcm:102-000003			1
tcm:88-6182			2
Yeah,/I/think/it's/a/good/environment/for/learning/English.			1
tcm:102-1012			1
tcm:102-1002			2
tcm:101-000002			1
tcm:100-000001			3
If/you/like/tuna/and/tomato/sauce-/try/combining/the/two./It’s/really/not/as/bad/as/it/sounds.			1
Sixty-Four/comes/asking/for/bread.			1
The/quick/brown/fox/jumps/over/the/lazy/dog.			1
My/Mum/tries/to/be/cool/by/saying/that/she/likes/all/the/same/things/that/I/do.			1
He/told/us/a/very/exciting/adventure/story.			1
A/song/can/make/or/ruin/a/person’s/day/if/they/let/it/get/to/them.			1
I/would/have/gotten/the/promotion,/but/my/attendance/wasn’t/good/enough.			1
Tom/got/a/small/piece/of/pie.			1
She/only/paints/with/bold/colors;/she/does/not/like/pastels.			1
Location		Count
Italy/is/my/favorite/country;/in/fact,/I/plan/to/spend/two/weeks/there/next/year.			1
When/I/was/little/I/had/a/car/door/slammed/shut/on/my/hand./I/still/remember/it/quite/vividly.			1
Should/we/start/class/now,/or/should/we/wait/for/everyone/to/get/here?			1
tcm:103-000004			10
Cats/are/good/pets,/for/they/are/clean/and/are/not/noisy.			1
The/mysterious/diary/records/the/voice.			1
Two/seats/were/vacant.			1
I/often/see/the/time/11:11/or/12:34/on/clocks.			1
I/want/more/detailed/information.			1
If/I/don’t/like/something,/I’ll/stay/away/from/it.			1
I/checked/to/make/sure/that/he/was/still/alive.			1
Location		Count
We/have/never/been/to/Asia,/nor/have/we/visited/Africa.			1
She/advised/him/to/come/back/at/once.			1
tcm:103-000004			10
There/were/white/out/conditions/in/the/town;/subsequently,/the/roads/were/impassable.			1
He/turned/in/the/research/paper/on/Friday;/otherwise,/he/would/have/not/passed/the/class.			1
The/river/stole/the/gods.			1
I/think/I/will/buy/the/red/car,/or/I/will/lease/the/blue/one.			1
I/am/never/at/home/on/Sundays.			1
Is/it/free?			1
Writing/a/list/of/random/sentences/is/harder/than/I/initially/thought/it/would/be.			1
Tom/got/a/small/piece/of/pie.			1
Location		Count
When/I/was/little/I/had/a/car/door/slammed/shut/on/my/hand./I/still/remember/it/quite/vividly.			1
She/was/too/short/to/see/over/the/fence.			1
Should/we/start/class/now,/or/should/we/wait/for/everyone/to/get/here?			1
tcm:103-000004			10
The/stranger/officiates/the/meal.			1
Where/do/random/thoughts/come/from?			1
Wednesday/is/hump/day,/but/has/anyone/asked/the/camel/if/he’s/happy/about/it?			2
I/am/never/at/home/on/Sundays.			1
She/always/speaks/to/him/in/a/loud/voice.			1
The/memory/we/used/to/share/is/no/longer/coherent.			1
Location		Count
We/have/a/lot/of/rain/in/June.			1
I/was/very/proud/of/my/nickname/throughout/high/school/but/today-/I/couldn’t/be/any/different/to/what/my/nickname/was.			1
The/clock/within/this/blog/and/the/clock/on/my/laptop/are/1/hour/different/from/each/other.			2
tcm:103-000004			10
Cats/are/good/pets,/for/they/are/clean/and/are/not/noisy.			1
Malls/are/great/places/to/shop;/I/can/find/everything/I/need/under/one/roof.			2
I'd/rather/be/a/bird/than/a/fish.			1
She/folded/her/handkerchief/neatly.			1
Is/it/free?			1
Location		Count
I/really/want/to/go/to/work,/but/I/am/too/sick/to/drive.			1
Sometimes,/all/you/need/to/do/is/completely/make/an/ass/of/yourself/and/laugh/it/off/to/realise/that/life/isn’t/so/bad/after/all.			1
She/advised/him/to/come/back/at/once.			1
The/clock/within/this/blog/and/the/clock/on/my/laptop/are/1/hour/different/from/each/other.			1
Should/we/start/class/now,/or/should/we/wait/for/everyone/to/get/here?			1
tcm:103-000004			10
The/quick/brown/fox/jumps/over/the/lazy/dog.			1
He/didn’t/want/to/go/to/the/dentist,/yet/he/went/anyway.			1
I'd/rather/be/a/bird/than/a/fish.			1
Two/seats/were/vacant.			1
The/memory/we/used/to/share/is/no/longer/coherent.			1
Location		Count
Location		Count
Location		Count
Italy/is/my/favorite/country;/in/fact,/I/plan/to/spend/two/weeks/there/next/year.			1
We/have/never/been/to/Asia,/nor/have/we/visited/Africa.			1
tcm:103-000004			10
Joe/made/the/sugar/cookies;/Susan/decorated/them.			1
Cats/are/good/pets,/for/they/are/clean/and/are/not/noisy.			1
Yeah/think/it's/a/good/environment/for/learning/English.			1
I/currently/have/4/windows/open/up…/and/I/don’t/know/why.			1
Writing/a/list/of/random/sentences/is/harder/than/I/initially/thought/it/would/be.			1
The/lake/is/a/long/way/from/here.			1
If/I/don’t/like/something,/I’ll/stay/away/from/it.			1
The/memory/we/used/to/share/is/no/longer/coherent.			1
Location		Count
Location		Count
Location		Count
I/really/want/to/go/to/work,/but/I/am/too/sick/to/drive.			1
When/I/was/little/I/had/a/car/door/slammed/shut/on/my/hand./I/still/remember/it/quite/vividly.			1
tcm:103-000004			10
What/was/the/person/thinking/when/they/discovered/cow’s/milk/was/fine/for/human/consumption…/and/why/did/they/do/it/in/the/first/place!?			1
He/told/us/a/very/exciting/adventure/story.			1
It/was/getting/dark,/and/we/weren’t/there/yet.			1
I/would/have/gotten/the/promotion,/but/my/attendance/wasn’t/good/enough.			1
If/the/Easter/Bunny/and/the/Tooth/Fairy/had/babies/would/they/take/your/teeth/and/leave/chocolate/for/you?			1
The/lake/is/a/long/way/from/here.			1
She/always/speaks/to/him/in/a/loud/voice.			1
Please/wait/outside/of/the/house.			1
Location		Count
Location		Count
Location		Count
Abstraction/is/often/one/floor/above/you.			1
tcm:245-2123			1
tcm:227-2104			1
tcm:280-4607			1
The/clock/within/this/blog/and/the/clock/on/my/laptop/are/1/hour/different/from/each/other.			1
tcm:913-6471			1
Cats/are/good/pets,/for/they/are/clean/and/are/not/noisy.			1
tcm:366-3539			1
Sometimes/it/is/better/to/just/walk/away/from/things/and/go/back/to/them/later/when/you’re/in/a/better/frame/of/mind.			1
Two/seats/were/vacant.			1
tcm:547-2483			1
tcm:658-1074			1
tcm:193-3038			1
If/I/don’t/like/something,/I’ll/stay/away/from/it.			1
When/I/was/little/I/had/a/car/door/slammed/shut/on/my/hand./I/still/remember/it/quite/vividly.			1
tcm:479-8734			1
The/body/may/perhaps/compensates/for/the/loss/of/a/true/metaphysics.			1
He/told/us/a/very/exciting/adventure/story.			1
tcm:535-5470			1
I/am/happy/to/take/your/donation;/any/amount/will/be/greatly/appreciated.			1
Location		Count
Location		Count
Location		Count
Location		Count
I/really/want/to/go/to/work,/but/I/am/too/sick/to/drive.			1
We/have/never/been/to/Asia,/nor/have/we/visited/Africa.			1
The/stranger/officiates/the/meal.			1
tcm:382-2892			1
She/folded/her/handkerchief/neatly.			1
The/sky/is/clear;/the/stars/are/twinkling.			1
She/always/speaks/to/him/in/a/loud/voice.			1
I/will/never/be/this/young/again./Ever./Oh/damn…/I/just/got/older.			1
We/have/a/lot/of/rain/in/June.			1
tcm:223-5200			1
tcm:144-9347			1
tcm:810-6209			1
tcm:420-4354			1
tcm:426-9811			1
He/didn’t/want/to/go/to/the/dentist,/yet/he/went/anyway.			1
tcm:801-8920			1
tcm:388-8287			1
tcm:562-5840			1
I/want/more/detailed/information.			1
tcm:628-3711			1
Location		Count
Location		Count
Location		Count
Location		Count
Location		Count
We/have/never/been/to/Asia,/nor/have/we/visited/Africa.			1
tcm:204-8542			1
Sometimes/it/is/better/to/just/walk/away/from/things/and/go/back/to/them/later/when/you’re/in/a/better/frame/of/mind.			1
tcm:181-2271			1
tcm:600-7724			1
tcm:950-2278			1
tcm:137-6458			1
tcm:813-3286			1
Please/wait/outside/of/the/house.			1
Sometimes,/all/you/need/to/do/is/completely/make/an/ass/of/yourself/and/laugh/it/off/to/realise/that/life/isn’t/so/bad/after/all.			1
The/body/may/perhaps/compensates/for/the/loss/of/a/true/metaphysics.			1
tcm:262-8923			1
Last/Friday/in/three/week’s/time/I/saw/a/spotted/striped/blue/worm/shake/hands/with/a/legless/lizard.			1
tcm:557-5205			1
Wednesday/is/hump/day,/but/has/anyone/asked/the/camel/if/he’s/happy/about/it?			1
tcm:957-3343			1
tcm:991-6760			1
Tom/got/a/small/piece/of/pie.			1
She/only/paints/with/bold/colors;/she/does/not/like/pastels.			1
I/am/happy/to/take/your/donation;/any/amount/will/be/greatly/appreciated.			1
Location		Count
tcm:613-8290			1
Abstraction/is/often/one/floor/above/you.			1
I/currently/have/4/windows/open/up…/and/I/don’t/know/why.			1
tcm:821-7491			1
tcm:509-3559			1
tcm:240-6850			1
Christmas/is/coming.			1
tcm:205-5374			1
tcm:830-6919			1
She/works/two/jobs/to/make/ends/meet;/at/least,/that/was/her/reason/for/not/having/time/to/join/us.			1
If/you/like/tuna/and/tomato/sauce-/try/combining/the/two./It’s/really/not/as/bad/as/it/sounds.			1
tcm:240-3079			1
The/book/is/in/front/of/the/table.			1
tcm:554-3256			1
A/song/can/make/or/ruin/a/person’s/day/if/they/let/it/get/to/them.			1
If/the/Easter/Bunny/and/the/Tooth/Fairy/had/babies/would/they/take/your/teeth/and/leave/chocolate/for/you?			1
I/am/never/at/home/on/Sundays.			1
Writing/a/list/of/random/sentences/is/harder/than/I/initially/thought/it/would/be.			1
tcm:859-4050			1
tcm:865-4114			1
Location		Count
Location		Count
Location		Count
Location		Count
We/have/never/been/to/Asia,/nor/have/we/visited/Africa.			1
I/was/very/proud/of/my/nickname/throughout/high/school/but/today-/I/couldn’t/be/any/different/to/what/my/nickname/was.			1
tcm:342-2288			1
The/clock/within/this/blog/and/the/clock/on/my/laptop/are/1/hour/different/from/each/other.			1
The/stranger/officiates/the/meal.			1
Sometimes/it/is/better/to/just/walk/away/from/things/and/go/back/to/them/later/when/you’re/in/a/better/frame/of/mind.			1
tcm:841-6371			1
tcm:323-9441			1
She/always/speaks/to/him/in/a/loud/voice.			1
tcm:458-4740			1
The/memory/we/used/to/share/is/no/longer/coherent.			1
tcm:860-8314			1
tcm:509-3037			1
Wednesday/is/hump/day,/but/has/anyone/asked/the/camel/if/he’s/happy/about/it?			1
She/borrowed/the/book/from/him/many/years/ago/and/hasn't/yet/returned/it.			1
tcm:358-2918			1
tcm:707-8647			1
tcm:299-8972			1
tcm:260-9639			1
I/am/happy/to/take/your/donation;/any/amount/will/be/greatly/appreciated.			1
Location		Count
Location		Count
Location		Count
Location		Count
Location		Count
Location		Count
Location		Count
The/clock/within/this/blog/and/the/clock/on/my/laptop/are/1/hour/different/from/each/other.			1
The/stranger/officiates/the/meal.			1
Don't/step/on/the/broken/glass.			1
I/am/counting/my/calories,/yet/I/really/want/dessert.			1
The/sky/is/clear;/the/stars/are/twinkling.			1
How/was/the/math/test?			1
Is/it/free?			1
tcm:908-9766			1
tcm:270-8088			1
tcm:859-2593			1
She/works/two/jobs/to/make/ends/meet;/at/least,/that/was/her/reason/for/not/having/time/to/join/us.			1
tcm:347-9248			1
She/did/her/best/to/help/him.			1
tcm:347-6577			1
I/think/I/will/buy/the/red/car,/or/I/will/lease/the/blue/one.			1
tcm:614-6423			1
tcm:941-6216			1
tcm:617-7871			1
tcm:526-1916			1
tcm:373-6613			1
Location		Count
Location		Count
Location		Count
Location		Count
tcm:560-6309			1
tcm:686-7165			1
I/want/to/buy/a/onesie…/but/know/it/won’t/suit/me.			1
The/stranger/officiates/the/meal.			1
Sometimes/it/is/better/to/just/walk/away/from/things/and/go/back/to/them/later/when/you’re/in/a/better/frame/of/mind.			1
tcm:442-7725			1
tcm:800-8794			1
My/Mum/tries/to/be/cool/by/saying/that/she/likes/all/the/same/things/that/I/do.			1
Yeah/think/it's/a/good/environment/for/learning/English.			1
The/book/is/in/front/of/the/table.			1
This/is/the/last/random/sentence/I/will/be/writing/and/I/am/going/to/stop/mid-sent			1
tcm:986-7639			1
Mary/plays/the/piano.			1
tcm:204-2043			1
tcm:518-5912			1
tcm:501-9124			1
tcm:641-6742			1
She/only/paints/with/bold/colors;/she/does/not/like/pastels.			1
Location		Count
tcm:359-4731			1
The/old/apple/revels/in/its/authority.			1
The/clock/within/this/blog/and/the/clock/on/my/laptop/are/1/hour/different/from/each/other.			1
tcm:629-6198			1
If/Purple/People/Eaters/are/real…/where/do/they/find/purple/people/to/eat?			1
tcm:538-2316			1
Two/seats/were/vacant.			1
tcm:632-6585			1
tcm:124-1510			1
The/memory/we/used/to/share/is/no/longer/coherent.			1
tcm:102-2140			1
Should/we/start/class/now,/or/should/we/wait/for/everyone/to/get/here?			1
My/Mum/tries/to/be/cool/by/saying/that/she/likes/all/the/same/things/that/I/do.			1
I'd/rather/be/a/bird/than/a/fish.			1
tcm:555-2677			1
tcm:557-5532			1
tcm:359-6196			1
I/want/more/detailed/information.			1
Location		Count
tcm:299-1104			1
tcm:780-8011			1
tcm:491-1243			1
tcm:557-6438			1
She/wrote/him/a/long/letter,/but/he/didn't/read/it.			1
I/often/see/the/time/11:11/or/12:34/on/clocks.			1
She/borrowed/the/book/from/him/many/years/ago/and/hasn't/yet/returned/it.			1
If/I/don’t/like/something,/I’ll/stay/away/from/it.			1
Location		Count
tcm:500-8635			1
Don't/step/on/the/broken/glass.			1
tcm:328-8450			1
Where/do/random/thoughts/come/from?			1
She/always/speaks/to/him/in/a/loud/voice.			1
tcm:398-9382			1
Joe/made/the/sugar/cookies;/Susan/decorated/them.			1
tcm:442-9172			1
tcm:501-2989			1
tcm:173-4592			1
What/was/the/person/thinking/when/they/discovered/cow’s/milk/was/fine/for/human/consumption…/and/why/did/they/do/it/in/the/first/place!?			1
tcm:799-8661			1
tcm:270-6464			1
He/ran/out/of/money,/so/he/had/to/stop/playing/poker.			1
The/lake/is/a/long/way/from/here.			1
I/am/happy/to/take/your/donation;/any/amount/will/be/greatly/appreciated.			1
Location		Count
tcm:238-6720			1
tcm:875-1790			1
I/hear/that/Nancy/is/very/pretty.			1
I/want/to/buy/a/onesie…/but/know/it/won’t/suit/me.			1
Check/back/tomorrow;/I/will/see/if/the/book/has/arrived.			1
tcm:630-8979			1
Christmas/is/coming.			1
Everyone/was/busy,/so/I/went/to/the/movie/alone.			1
tcm:855-8387			1
tcm:927-4824			1
